,churn,account_length,voice_plan,voice_messages,intl_plan,intl_mins,intl_calls,intl_charge,day_calls,eve_calls,night_calls,customer_calls,Total_Charge
1293,0,166,0,0,0,12.4,9,3.35,106,118,102,1,61.900000000000006
1294,0,66,0,0,0,9.2,5,2.48,76,111,125,1,45.47
1295,0,76,0,0,0,8.4,3,2.27,61,127,97,0,56.27
1296,0,79,0,0,0,8.8,3,2.38,110,121,157,2,66.61
1297,0,98,1,31,0,12.9,4,3.48,112,100,121,2,60.260000000000005
1298,0,141,1,22,0,7.8,6,2.11,123,98,89,1,71.78
1299,1,49,0,0,0,14.0,2,3.78,90,117,98,2,72.16000000000001
1300,0,46,0,0,0,10.2,2,2.75,111,83,84,3,58.22
1301,0,137,0,0,0,7.3,4,1.97,130,83,61,3,41.34
1302,1,171,0,0,0,9.6,5,2.59,69,112,111,1,71.66000000000001
1303,0,10,0,0,0,12.9,4,3.48,127,125,80,1,61.010000000000005
1304,0,88,0,0,0,8.8,2,2.38,78,114,110,3,42.400000000000006
1305,0,89,0,0,0,10.8,2,2.92,92,126,73,2,51.279999999999994
1306,1,82,0,0,0,10.6,5,2.86,81,117,83,3,59.339999999999996
1307,0,139,0,0,0,9.8,1,2.65,135,146,92,3,56.02
1308,0,87,0,0,0,13.8,4,3.73,119,107,114,0,54.28
1309,0,137,0,0,1,11.4,3,3.08,123,115,98,2,55.019999999999996
1310,1,45,0,0,0,7.4,5,2.0,106,110,111,1,37.57
1311,0,90,0,0,0,8.9,7,2.4,92,91,98,1,59.33
1312,0,103,0,0,0,6.4,2,1.73,123,87,96,1,55.29
1313,0,100,0,0,0,7.3,1,1.97,130,69,122,2,57.910000000000004
1314,0,110,0,0,0,6.3,4,1.7,100,88,104,3,50.519999999999996
1315,0,124,0,0,0,11.8,2,3.19,113,104,69,2,56.83
1316,0,10,0,0,0,8.7,6,2.35,103,77,73,2,58.660000000000004
1317,0,89,1,29,0,7.5,5,2.03,80,136,147,2,68.35
1318,0,121,0,0,0,7.7,2,2.08,98,96,114,2,58.160000000000004
1319,0,101,0,0,0,6.1,3,1.65,102,93,86,3,66.44999999999999
1320,0,103,1,31,0,14.5,4,3.92,105,126,110,2,54.94
1321,0,51,0,0,0,8.9,5,2.4,60,64,134,1,60.010000000000005
1322,1,2,0,0,1,9.1,1,2.46,42,88,119,2,42.940000000000005
1323,0,111,0,0,0,9.3,11,2.51,117,128,101,0,62.5
1324,0,118,0,0,0,12.6,5,3.4,112,105,102,2,51.72
1325,1,17,1,31,0,10.0,1,2.7,115,59,102,6,51.92
1326,0,130,0,0,0,6.3,9,1.7,119,120,80,2,65.48
1327,1,193,0,0,0,10.9,5,2.94,92,103,115,2,38.03
1328,0,114,0,0,0,10.1,9,2.73,145,101,100,1,61.449999999999996
1329,0,137,0,0,0,8.0,7,2.16,91,100,75,2,47.96
1330,0,185,1,29,0,13.8,2,3.73,121,88,91,2,53.440000000000005
1331,0,101,0,0,0,7.6,2,2.05,107,96,85,3,62.839999999999996
1332,0,95,1,32,0,10.5,4,2.84,109,91,90,3,62.86
1333,0,7,1,30,0,10.8,12,2.92,114,116,105,1,62.85
1334,1,126,0,0,0,8.0,4,2.16,99,93,106,1,77.6
1335,0,71,0,0,0,11.3,2,3.05,124,90,129,0,55.03
1336,0,124,0,0,0,11.1,6,3.0,85,98,71,3,69.34
1337,1,97,0,0,1,7.3,2,1.97,107,105,120,0,64.52
1338,0,28,0,0,0,9.3,3,2.51,79,131,116,2,54.870000000000005
1339,1,90,0,0,1,9.2,1,2.48,96,111,97,4,49.96
1340,0,190,0,0,0,14.7,1,3.97,86,129,73,1,56.58
1341,0,31,1,28,0,11.5,2,3.11,101,86,125,1,67.95
1342,0,52,1,24,0,4.1,5,1.11,71,80,124,2,53.32
1343,0,73,0,0,0,10.6,8,2.86,80,79,60,0,57.87
1344,1,111,0,0,0,8.4,8,2.27,89,113,91,0,72.63
1345,1,98,0,0,0,6.8,1,1.84,0,130,88,4,21.09
1346,1,106,0,0,1,10.7,2,2.89,45,107,89,1,46.879999999999995
1347,0,111,0,0,0,10.3,3,2.78,117,127,97,0,64.88999999999999
1348,0,59,0,0,0,11.9,5,3.21,98,92,86,1,55.66
1349,0,71,1,22,0,5.6,3,1.51,107,105,99,2,47.8
1350,1,55,0,0,0,14.8,7,4.0,124,106,140,0,78.58
1351,0,13,0,0,0,11.9,5,3.21,121,64,115,1,39.37
1352,0,136,1,16,0,13.1,4,3.54,105,109,115,0,42.699999999999996
1353,0,123,0,0,0,11.0,3,2.97,91,123,102,0,49.14
1354,0,105,0,0,0,12.8,3,3.46,103,78,102,2,51.4
1355,0,50,1,31,0,13.6,14,3.67,93,119,103,3,80.63000000000001
1356,0,118,0,0,0,11.3,4,3.05,120,103,90,1,50.769999999999996
1357,0,97,0,0,0,12.8,6,3.46,84,86,83,3,51.59
1358,0,51,0,0,0,14.9,2,4.02,89,106,126,0,66.09
1359,1,73,0,0,0,10.3,6,2.78,91,97,89,1,68.26
1360,0,35,0,0,0,13.1,8,3.54,102,115,100,2,37.75
1361,0,64,0,0,0,13.6,2,3.67,76,76,96,1,66.12
1362,0,63,0,0,0,9.9,2,2.67,122,62,121,3,35.51
1363,0,117,1,31,0,7.7,6,2.08,115,125,104,3,49.88
1364,1,115,0,0,0,13.7,8,3.7,97,75,124,1,75.11999999999999
1365,0,162,0,0,0,11.6,3,3.13,118,95,82,1,58.529999999999994
1366,0,89,0,0,0,12.3,1,3.32,66,104,116,3,40.59
1367,0,94,0,0,1,8.6,4,2.32,131,107,93,1,64.28999999999999
1368,0,129,0,0,0,11.5,6,3.11,127,96,63,4,58.370000000000005
1369,0,86,0,0,0,7.3,9,1.97,75,109,143,1,58.050000000000004
1370,0,96,0,0,0,6.6,2,1.78,125,139,133,1,56.22
1371,0,190,0,0,0,8.9,5,2.4,102,113,93,1,59.22
1372,0,80,0,0,0,8.2,6,2.21,90,77,86,1,42.48
1373,1,108,0,0,0,4.1,4,1.11,105,110,93,4,44.9
1374,0,97,1,32,0,8.5,7,2.3,129,97,95,0,56.46
1375,0,84,1,42,0,11.3,10,3.05,112,107,117,0,67.44
1376,1,65,0,0,0,4.2,5,1.13,139,113,117,4,75.17
1377,0,131,1,34,0,13.4,10,3.62,134,95,120,1,44.440000000000005
1378,0,58,1,43,1,8.9,4,2.4,96,100,105,1,56.129999999999995
1379,0,36,0,0,0,10.2,2,2.75,115,115,127,3,63.11
1380,0,54,0,0,0,12.0,2,3.24,119,123,101,1,40.11
1381,0,45,0,0,0,11.0,1,2.97,110,103,98,1,57.24999999999999
1382,0,125,1,39,0,9.1,4,2.46,107,110,107,2,72.61
1383,0,72,1,21,0,8.2,2,2.21,113,83,118,2,51.68000000000001
1384,0,141,0,0,0,10.1,3,2.73,108,83,115,3,32.65
1385,0,113,0,0,0,8.9,3,2.4,116,124,113,0,43.18
1386,0,20,1,35,0,7.1,3,1.92,98,127,125,0,49.620000000000005
1387,0,212,0,0,0,7.6,3,2.05,96,80,102,1,47.32
1388,0,99,0,0,1,9.9,6,2.67,127,92,99,4,55.96
1389,0,94,0,0,0,15.3,4,4.13,62,54,115,1,60.88
1390,0,40,0,0,0,9.3,6,2.51,105,113,91,1,35.370000000000005
1391,0,86,1,29,0,8.4,5,2.27,118,136,109,3,53.61
1392,1,101,0,0,0,4.5,15,1.22,85,86,107,3,73.14
1393,0,170,0,0,0,9.1,8,2.46,107,124,95,0,68.77
1394,0,105,0,0,0,13.0,4,3.51,121,89,82,1,67.92999999999999
1395,0,103,0,0,0,12.2,4,3.29,110,83,103,0,50.7
1396,0,140,1,27,1,11.5,5,3.11,124,102,100,4,54.69
1397,0,101,0,0,0,7.2,4,1.94,0,119,95,1,23.93
1398,0,98,1,19,0,11.0,4,2.97,87,97,84,1,49.11
1399,0,104,0,0,0,11.7,2,3.16,116,112,94,4,56.839999999999996
1400,0,115,0,0,0,0.0,0,0.0,90,75,114,3,47.14
1401,0,112,0,0,0,11.9,4,3.21,88,81,108,0,56.58
1402,0,70,0,0,0,5.7,4,1.54,86,77,101,1,65.23
1403,0,126,0,0,0,10.6,1,2.86,120,71,93,0,47.269999999999996
1404,0,87,1,39,0,9.5,1,2.57,113,63,88,3,40.47
1405,1,125,0,0,0,8.8,7,2.38,80,94,135,4,42.32
1406,0,86,0,0,0,8.9,8,2.4,139,93,110,1,54.879999999999995
1407,1,73,1,31,0,11.8,2,3.19,105,91,98,6,46.089999999999996
1408,0,232,0,0,0,11.8,3,3.19,104,115,77,1,50.12
1409,0,1,1,30,0,8.4,2,2.27,95,110,110,0,62.07
1410,0,133,0,0,0,12.2,5,3.29,91,94,78,1,57.31
1411,0,103,0,0,0,7.7,6,2.08,84,91,115,1,52.230000000000004
1412,0,131,1,24,0,9.4,4,2.54,60,78,121,1,52.400000000000006
1413,0,95,1,20,0,9.8,6,2.65,78,94,91,0,57.45
1414,0,182,0,0,0,9.7,4,2.62,90,106,134,1,55.370000000000005
1415,0,99,0,0,0,9.1,1,2.46,89,95,114,0,50.71
1416,0,27,0,0,0,7.6,3,2.05,121,92,106,3,64.1
1418,0,29,1,37,1,5.7,7,1.54,101,79,106,2,61.82
1419,0,65,0,0,0,6.6,12,1.78,95,100,105,2,38.14
1420,1,81,0,0,1,17.9,3,4.83,68,98,97,3,49.66
1421,0,37,1,20,0,10.4,7,2.81,81,110,102,0,72.88
1422,0,107,1,31,0,5.6,1,1.51,45,70,109,1,57.849999999999994
1423,0,127,1,28,1,10.4,3,2.81,117,131,132,1,36.74
1424,0,78,0,0,0,11.7,5,3.16,77,114,107,0,51.89000000000001
1425,0,55,0,0,0,4.6,2,1.24,148,96,113,2,50.05
1426,0,86,1,30,0,9.8,7,2.65,84,125,90,2,50.839999999999996
1427,0,176,0,0,0,9.6,6,2.59,108,100,85,2,63.91
1428,0,96,0,0,1,11.2,5,3.02,117,120,95,2,63.13
1429,0,11,1,38,0,7.0,7,1.89,130,84,79,1,62.870000000000005
1430,0,48,1,34,0,7.6,4,2.05,70,121,71,1,66.73
1431,0,127,0,0,0,11.3,5,3.05,107,121,110,1,62.980000000000004
1432,0,63,0,0,0,11.2,2,3.02,75,118,97,0,51.91
1433,0,79,0,0,0,12.2,2,3.29,107,97,74,1,61.14
1434,0,47,1,37,0,13.2,6,3.56,150,97,112,2,47.949999999999996
1435,1,89,1,19,1,11.1,2,3.0,114,132,116,0,46.94
1436,0,83,1,26,0,10.8,7,2.92,117,97,82,1,64.45
1437,0,126,1,34,1,9.7,6,2.62,118,105,136,4,69.79
1438,0,60,0,0,0,15.1,6,4.08,99,131,112,2,64.7
1439,0,122,0,0,0,8.6,4,2.32,115,137,110,0,52.4
1440,0,136,0,0,0,5.0,10,1.35,97,85,99,1,49.06
1441,0,172,1,47,0,8.8,2,2.38,102,118,123,1,73.61999999999999
1442,1,102,0,0,0,8.3,3,2.24,116,87,73,1,60.09
1443,0,113,0,0,1,9.2,7,2.48,82,115,97,1,57.05
1444,0,79,0,0,0,8.9,4,2.4,99,82,82,3,62.62
1445,0,55,1,8,0,9.7,2,2.62,104,94,114,1,69.39999999999999
1446,0,111,1,28,0,10.3,2,2.78,104,52,76,2,41.9
1447,0,160,0,0,0,8.3,2,2.24,105,107,131,0,54.129999999999995
1448,0,110,0,0,0,7.8,3,2.11,110,140,86,4,63.31
1449,0,192,0,0,0,12.7,6,3.43,101,50,83,4,69.44
1450,0,93,0,0,0,10.9,9,2.94,100,103,88,0,43.9
1451,0,101,1,33,0,9.5,2,2.57,137,94,113,2,61.53
1452,0,77,0,0,0,12.3,3,3.32,136,115,73,2,48.849999999999994
1453,0,105,1,40,0,8.1,3,2.19,111,110,115,2,60.11
1454,1,133,1,44,0,14.1,7,3.81,80,113,87,2,57.459999999999994
1455,0,131,0,0,0,6.6,7,1.78,95,48,108,1,58.49
1456,0,106,1,33,0,9.9,4,2.67,120,85,113,1,40.69
1457,0,118,0,0,0,5.9,4,1.59,113,92,129,1,44.43
1458,0,125,0,0,0,8.6,4,2.32,94,83,114,1,51.870000000000005
1459,0,95,0,0,0,16.1,8,4.35,88,68,104,0,59.21
1460,0,80,0,0,0,9.3,3,2.51,160,87,76,3,55.19
1461,0,145,0,0,0,10.0,6,2.7,78,106,90,0,37.55
1462,0,37,0,0,0,8.1,4,2.19,107,110,123,2,55.34
1463,0,87,0,0,0,7.6,6,2.05,93,68,77,1,55.05
1464,0,69,0,0,0,9.0,5,2.43,85,100,94,3,61.63999999999999
1465,0,83,0,0,0,8.6,2,2.32,120,101,84,1,41.75
1466,0,195,0,0,0,5.1,3,1.38,108,88,99,0,37.74
1467,1,67,1,35,1,16.9,4,4.56,59,116,106,0,58.870000000000005
1468,0,75,1,27,0,4.2,7,1.13,102,127,114,3,46.31
1469,0,123,1,27,0,15.0,1,4.05,79,78,116,0,58.89
1470,0,41,1,41,0,5.9,3,1.59,95,120,74,1,52.120000000000005
1471,0,75,0,0,0,8.1,5,2.19,99,83,104,0,58.370000000000005
1472,1,76,0,0,1,12.0,7,3.24,66,121,84,1,76.30000000000001
1473,0,86,0,0,1,10.3,4,2.78,120,92,103,1,70.0
1474,0,140,0,0,0,16.3,6,4.4,89,65,85,0,43.730000000000004
1475,0,70,0,0,0,15.8,7,4.27,112,104,110,3,32.41
1476,0,121,1,35,0,5.9,4,1.59,62,97,95,0,59.6
1477,0,112,0,0,0,9.8,5,2.65,102,117,110,1,62.74999999999999
1478,0,118,0,0,0,9.7,7,2.62,122,78,108,2,68.91999999999999
1479,0,66,1,16,0,8.9,2,2.4,92,105,98,1,63.17
1480,0,78,0,0,0,11.0,5,2.97,102,64,120,0,40.51
1481,0,129,1,34,0,14.8,9,4.0,79,113,117,2,54.61
1482,0,6,0,0,0,9.4,4,2.54,93,122,98,3,58.839999999999996
1484,1,107,0,0,1,12.9,2,3.48,106,89,123,3,49.06
1485,0,138,0,0,0,15.4,3,4.16,87,110,139,1,45.61000000000001
1486,0,103,0,0,0,9.7,2,2.62,104,70,97,0,53.1
1487,0,116,1,44,0,11.1,2,3.0,94,103,76,0,69.23
1488,0,189,0,0,0,6.3,4,1.7,84,81,120,2,62.89
1489,0,161,0,0,0,11.8,2,3.19,120,120,91,2,45.089999999999996
1490,0,1,0,0,0,7.0,2,1.89,107,82,91,1,68.06
1491,0,89,0,0,0,12.8,3,3.46,110,115,106,1,57.84
1492,0,64,0,0,0,9.7,5,2.62,126,100,65,1,70.06
1493,1,126,1,30,0,12.8,4,3.46,90,97,97,4,45.87
1494,0,129,0,0,0,4.9,10,1.32,85,114,109,2,62.09
1495,0,128,1,32,0,10.8,4,2.92,136,80,101,0,68.77
1496,0,81,1,36,0,11.7,6,3.16,120,95,90,3,51.290000000000006
1497,0,114,0,0,0,10.6,5,2.86,101,80,121,1,52.59
1498,0,50,0,0,0,11.1,3,3.0,102,108,95,0,61.089999999999996
1499,0,86,0,0,0,11.5,1,3.11,104,110,86,3,50.78000000000001
1500,0,96,0,0,0,12.2,6,3.29,86,88,117,1,59.89
1501,0,72,0,0,0,12.7,2,3.43,88,125,81,0,63.830000000000005
1502,0,64,1,40,0,5.9,4,1.59,116,89,94,8,63.080000000000005
1503,0,57,1,17,1,12.2,3,3.29,94,94,117,2,64.72
1504,0,65,0,0,0,8.5,3,2.3,117,122,147,2,57.49
1505,0,163,0,0,0,8.8,5,2.38,120,98,125,1,65.67999999999999
1506,0,136,0,0,0,10.7,3,2.89,74,81,110,2,68.35
1507,0,116,0,0,0,12.0,6,3.24,84,113,145,1,58.72
1508,0,93,0,0,0,6.6,5,1.78,74,88,120,3,60.6
1509,0,142,1,40,0,9.2,3,2.48,105,93,110,3,64.77000000000001
1510,0,92,0,0,0,8.6,2,2.32,82,75,113,1,70.00999999999999
1511,0,70,0,0,0,6.7,6,1.81,91,81,105,1,67.22
1512,0,22,1,14,0,4.2,1,1.13,100,103,91,1,55.660000000000004
1513,0,37,0,0,0,12.0,2,3.24,114,109,101,2,66.97
1514,0,51,0,0,0,7.0,3,1.89,99,107,121,1,58.769999999999996
1515,0,174,0,0,0,10.0,5,2.7,96,108,107,2,46.02
1516,1,68,0,0,0,8.4,3,2.27,112,100,97,1,69.02
1517,0,130,0,0,0,12.4,2,3.35,70,115,100,1,60.96
1518,0,104,0,0,0,11.3,5,3.05,78,119,102,2,50.129999999999995
1519,0,134,0,0,0,8.9,3,2.4,91,105,113,2,58.300000000000004
1520,0,108,1,35,0,9.5,7,2.57,136,101,105,2,53.290000000000006
1521,0,103,0,0,0,9.7,2,2.62,83,65,66,3,60.239999999999995
1522,0,62,0,0,0,5.6,4,1.51,100,99,109,1,53.66
1523,0,162,0,0,0,11.4,3,3.08,89,111,98,2,45.86
1524,0,93,1,19,0,12.5,3,3.38,113,105,95,2,41.720000000000006
1525,0,42,0,0,0,13.1,6,3.54,108,120,73,1,39.43
1526,0,155,1,23,0,13.4,11,3.62,112,106,123,2,62.39
1527,0,36,0,0,0,9.0,2,2.43,94,117,108,0,49.88
1528,1,143,0,0,0,4.5,4,1.22,99,128,84,0,61.3
1529,0,197,0,0,0,10.6,2,2.86,111,102,86,3,51.129999999999995
1530,1,81,0,0,0,8.0,6,2.16,141,102,96,1,75.0
1531,1,138,0,0,1,9.6,4,2.59,104,114,95,4,31.259999999999998
1532,1,103,1,18,0,11.5,7,3.11,84,84,112,0,47.73
1533,1,127,0,0,1,13.9,5,3.75,102,80,96,2,71.73
1534,1,136,0,0,0,10.7,6,2.89,99,125,78,1,72.0
1535,0,99,0,0,0,12.0,8,3.24,102,89,81,2,64.3
1536,0,95,0,0,0,8.9,5,2.4,79,109,102,0,37.92
1537,1,118,1,21,1,11.1,3,3.0,122,125,81,4,51.53
1538,1,113,0,0,0,13.7,3,3.7,111,88,114,5,27.130000000000003
1539,0,128,0,0,1,10.7,5,2.89,112,101,116,0,57.160000000000004
1540,0,117,0,0,0,15.7,10,4.24,100,104,93,3,37.870000000000005
1541,0,48,1,36,0,7.6,4,2.05,92,121,87,3,65.65
1542,0,81,0,0,1,11.9,3,3.21,105,120,113,0,68.26
1543,0,57,0,0,0,12.7,6,3.43,68,86,105,1,56.81
1544,0,140,0,0,0,8.2,2,2.21,98,109,66,1,51.54
1545,0,107,1,38,0,11.0,1,2.97,92,73,91,2,57.32
1546,0,56,0,0,0,14.3,4,3.86,111,119,72,1,45.620000000000005
1547,0,159,0,0,0,10.5,10,2.84,103,97,93,1,46.24
1548,0,102,0,0,0,10.3,5,2.78,80,133,105,1,68.32000000000001
1549,0,107,0,0,0,14.4,3,3.89,94,125,125,1,43.89
1550,0,106,0,0,0,11.4,2,3.08,106,113,95,2,32.629999999999995
1551,1,225,0,0,0,8.7,3,2.35,106,109,93,0,60.83
1552,0,75,0,0,0,16.4,3,4.43,110,97,68,2,47.449999999999996
1553,0,86,0,0,0,11.3,7,3.05,93,95,70,0,65.57
1554,0,169,0,0,0,13.3,10,3.59,79,85,97,1,61.65
1555,0,122,1,22,0,8.6,5,2.32,92,121,103,2,55.870000000000005
1556,0,106,0,0,0,9.6,2,2.59,143,123,105,0,63.03
1557,0,52,1,32,0,13.5,5,3.65,68,77,87,2,56.150000000000006
1558,0,79,1,34,0,14.8,4,4.0,100,78,102,2,49.269999999999996
1559,0,135,0,0,0,5.9,3,1.59,91,104,118,2,65.6
1560,0,70,0,0,0,8.9,4,2.4,110,90,101,0,54.75
1561,0,80,0,0,0,10.0,2,2.7,106,65,86,2,52.35000000000001
1562,0,37,0,0,0,12.9,1,3.48,69,113,117,0,52.81
1563,0,161,1,39,0,7.3,4,1.97,76,94,121,1,55.959999999999994
1564,0,137,0,0,0,0.0,0,0.0,95,82,78,1,46.22
1565,0,123,0,0,0,10.8,5,2.92,126,94,132,0,40.81
1566,0,80,1,38,0,9.5,10,2.57,69,68,102,2,66.44
1567,0,94,0,0,0,15.6,16,4.21,113,91,110,0,46.449999999999996
1568,0,105,1,27,0,11.4,2,3.08,96,94,101,1,50.6
1569,0,73,1,31,0,11.5,3,3.11,104,84,110,0,58.36
1570,0,112,0,0,0,17.3,3,4.67,100,90,107,2,54.28
1571,0,179,0,0,0,6.1,4,1.65,134,94,72,1,62.44
1572,0,57,0,0,0,10.1,9,2.73,78,85,97,1,54.34
1573,0,127,1,14,0,11.6,1,3.13,99,91,77,1,48.75
1574,0,122,1,40,1,12.7,4,3.43,80,90,99,1,66.38
1575,0,33,1,35,0,8.5,2,2.3,85,82,131,1,48.959999999999994
1576,0,94,0,0,0,10.4,6,2.81,90,57,100,3,45.36
1577,0,100,0,0,0,10.2,10,2.75,123,132,116,1,55.559999999999995
1578,0,106,0,0,0,8.8,5,2.38,97,99,80,2,50.22
1579,0,148,1,38,0,16.5,4,4.46,110,73,105,2,50.4
1580,0,120,1,29,0,10.6,6,2.86,140,89,83,0,76.44000000000001
1581,0,91,1,34,0,5.6,11,1.51,96,122,76,1,58.58
1582,0,86,0,0,0,9.0,2,2.43,92,95,96,1,48.019999999999996
1583,0,78,1,25,0,13.2,2,3.56,73,113,73,0,68.22
1584,0,94,0,0,0,12.6,5,3.4,136,111,82,1,51.410000000000004
1585,1,85,0,0,0,11.4,7,3.08,93,113,78,2,70.98
1586,0,89,0,0,0,7.2,4,1.94,77,80,70,1,36.96
1587,0,128,0,0,0,12.7,4,3.43,111,115,74,1,60.0
1588,0,115,0,0,1,12.4,3,3.35,119,126,70,1,57.269999999999996
1589,0,76,0,0,0,5.8,6,1.57,55,108,95,1,49.9
1590,0,75,1,39,0,11.3,7,3.05,107,132,73,1,63.349999999999994
1591,0,90,1,29,0,11.1,5,3.0,106,113,120,2,57.06
1592,0,30,0,0,0,5.8,10,1.57,108,80,126,3,45.61
1593,1,105,0,0,1,10.9,7,2.94,119,103,90,1,81.73
1594,0,102,1,31,0,6.3,2,1.7,92,108,68,3,40.87
1595,0,83,0,0,0,8.6,4,2.32,102,84,65,3,52.72
1596,0,63,1,49,0,8.2,5,2.21,86,89,139,0,61.07
1597,0,155,0,0,0,15.1,4,4.08,93,102,109,2,52.19
1598,0,82,1,29,0,8.8,2,2.38,77,112,95,2,42.89
1599,0,87,0,0,0,13.4,3,3.62,113,100,93,1,59.620000000000005
1600,0,115,1,26,0,4.5,4,1.22,110,133,100,0,57.78
1601,1,99,0,0,1,11.3,3,3.05,102,102,93,0,78.36
1602,0,121,1,44,1,8.7,4,2.35,127,108,129,3,67.35000000000001
1603,0,54,1,33,0,11.3,4,3.05,90,112,83,2,43.48
1604,0,105,0,0,0,13.3,5,3.59,73,83,90,3,47.5
1605,0,73,0,0,0,11.1,4,3.0,102,114,120,1,49.84
1606,0,95,0,0,0,10.1,3,2.73,113,144,99,0,68.43
1607,0,21,1,19,0,12.9,7,3.48,94,101,78,3,46.910000000000004
1608,0,163,1,25,0,13.8,8,3.73,99,99,88,2,66.13
1609,0,57,0,0,0,11.2,4,3.02,96,112,83,0,61.620000000000005
1610,0,104,0,0,1,12.6,5,3.4,73,103,90,4,66.05
1611,0,83,1,20,0,11.2,2,3.02,89,92,79,0,39.449999999999996
1612,0,141,0,0,0,7.0,1,1.89,87,120,107,2,61.19
1613,0,95,0,0,0,3.8,2,1.03,114,106,92,3,60.669999999999995
1614,1,184,0,0,0,13.8,4,3.73,73,120,94,1,73.25
1615,0,74,0,0,0,7.6,3,2.05,95,36,77,2,57.44
1616,0,67,0,0,0,10.9,4,2.94,125,86,97,0,57.57
1617,0,104,0,0,1,11.0,4,2.97,108,113,103,0,50.61
1618,0,71,1,39,0,11.9,6,3.21,103,111,109,1,56.699999999999996
1619,1,149,0,0,0,12.2,6,3.29,88,110,119,4,43.78
1620,0,154,1,35,0,9.6,2,2.59,102,99,100,0,61.739999999999995
1621,0,138,1,21,0,7.9,1,2.13,149,109,111,0,23.39
1622,0,117,0,0,0,9.6,8,2.59,83,101,113,1,58.54
1623,0,130,0,0,0,11.3,5,3.05,140,104,123,1,54.35
1624,0,73,0,0,0,11.1,2,3.0,115,133,122,2,63.050000000000004
1626,0,149,0,0,0,8.6,4,2.32,115,82,83,1,57.230000000000004
1627,0,29,0,0,0,12.7,7,3.43,81,110,98,2,53.71
1628,0,131,0,0,0,15.8,9,4.27,74,90,114,1,37.25
1629,0,153,0,0,0,8.0,3,2.16,145,103,71,2,52.96
1630,0,84,0,0,0,13.2,5,3.56,144,122,121,2,61.57
1631,0,133,0,0,0,10.0,8,2.7,65,128,108,2,54.53
1632,0,112,0,0,0,11.2,6,3.02,113,129,91,0,53.87
1633,0,87,0,0,0,9.5,3,2.57,101,80,89,0,61.37
1634,0,72,0,0,0,12.0,5,3.24,114,97,120,2,57.7
1635,1,66,0,0,0,9.5,3,2.57,133,121,100,4,49.93000000000001
1636,0,65,1,29,0,8.9,6,2.4,104,81,96,1,63.72
1637,0,74,0,0,0,9.1,2,2.46,93,120,95,2,67.44
1638,1,116,0,0,0,9.7,2,2.62,79,88,71,6,49.91
1639,0,68,0,0,0,11.7,1,3.16,95,90,99,2,49.019999999999996
1640,0,68,0,0,0,11.0,3,2.97,99,85,111,3,61.91
1641,0,54,0,0,1,10.1,3,2.73,77,94,75,1,65.34
1642,0,99,0,0,0,7.5,3,2.03,92,103,125,1,32.81
1643,0,107,0,0,0,7.3,3,1.97,104,94,79,3,51.61
1644,0,124,0,0,0,10.5,6,2.84,74,84,95,1,53.42
1645,0,95,1,36,0,11.3,3,3.05,112,86,129,3,84.24000000000001
1646,1,173,0,0,0,9.9,2,2.67,143,134,119,0,74.63
1647,0,110,0,0,0,13.5,4,3.65,94,98,78,1,56.52
1648,0,102,0,0,0,8.5,5,2.3,79,136,110,0,61.97
1649,0,130,0,0,0,10.4,4,2.81,86,110,139,0,35.78
1650,0,91,1,31,0,9.6,2,2.59,78,98,114,1,69.43999999999998
1651,1,64,0,0,1,17.3,9,4.67,134,87,132,1,53.78
1652,0,176,1,23,0,7.2,6,1.94,130,74,104,1,69.96000000000001
1653,1,93,0,0,1,11.1,2,3.0,78,106,103,1,48.02
1654,0,84,1,12,0,10.7,2,2.89,87,73,114,1,34.49
1655,0,138,0,0,0,5.0,3,1.35,102,106,75,3,52.01
1656,0,101,1,28,0,10.7,5,2.89,132,107,120,1,50.349999999999994
1657,0,136,0,0,0,6.0,11,1.62,79,113,75,2,45.61000000000001
1658,0,111,0,0,0,6.4,3,1.73,80,94,107,2,55.36000000000001
1659,0,132,1,36,0,13.7,5,3.7,93,75,92,0,53.519999999999996
1660,0,128,0,0,0,14.7,2,3.97,91,60,112,3,64.01
1661,0,92,1,38,0,8.9,1,2.4,96,144,108,1,64.19
1662,1,197,0,0,1,13.7,5,3.7,80,115,95,5,48.37
1663,0,191,0,0,0,10.9,7,2.94,104,120,83,1,57.51
1664,0,99,1,33,0,10.6,1,2.86,93,102,96,2,58.17
1665,0,106,1,31,0,12.3,4,3.32,125,110,101,3,49.25000000000001
1666,0,88,0,0,0,6.4,4,1.73,82,67,79,2,62.019999999999996
1667,0,78,0,0,0,10.2,1,2.75,85,105,119,0,53.29
1668,0,98,0,0,0,7.8,6,2.11,99,87,130,1,52.58
1669,0,17,1,35,0,8.1,10,2.19,123,74,130,1,66.2
1670,0,56,1,24,0,12.7,3,3.43,87,76,98,1,48.33
1671,0,84,0,0,0,14.0,6,3.78,105,60,74,2,59.5
1672,0,95,0,0,0,13.7,3,3.7,96,61,105,2,56.699999999999996
1673,0,16,0,0,0,10.5,8,2.84,83,122,80,5,61.3
1674,1,76,0,0,1,9.9,1,2.67,120,96,67,1,70.58
1675,0,93,0,0,0,10.2,3,2.75,95,100,71,0,53.099999999999994
1676,0,83,0,0,0,7.7,5,2.08,96,78,123,2,44.400000000000006
1677,0,123,0,0,0,9.0,10,2.43,119,51,77,1,56.5
1678,0,64,0,0,0,8.9,8,2.4,116,110,91,1,56.45
